name,description,published,author,url,github_ind,github_url,downloads,stars,last_commit
aqp,"The Algorithms for Quantitative Pedology (AQP) project was started in 2009 to organize a loosely-related set of concepts and source code on the topic of soil profile visualization, aggregation, and classification into this package (aqp). Over the past 8 years, the project has grown into a suite of related R packages that enhance and simplify the quantitative analysis of soil profile data. Central to the AQP project is a new vocabulary of specialized functions and data structures that can accommodate the inherent complexity of soil profile information; freeing the scientist to focus on ideas rather than boilerplate data processing tasks <doi:10.1016/j.cageo.2012.10.020>. These functions and data structures have been extensively tested and documented, applied to projects involving hundreds of thousands of soil profiles, and deeply integrated into widely used tools such as SoilWeb <https://casoilresource.lawr.ucdavis.edu/soilweb-apps/>. Components of the AQP project (aqp, soilDB, sharpshootR, soilReports packages) serve an important role in routine data analysis within the USDA-NRCS Soil Science Division. The AQP suite of R packages offer a convenient platform for bridging the gap between pedometric theory and practice.",2019-01-03,Dylan Beaudette,https://github.com/ncss-tech/aqp,TRUE,https://github.com/ncss-tech/aqp,118737,10,1553721632
ar.matrix,Using sparse precision matricies and Choleski factorization simulates data that is auto-regressive.,2018-12-02,Neal Marquez,NA,TRUE,https://github.com/nmmarquez/ar.matrix,1531,2,1550357398
arc,"Implements the Classification-based on
    Association Rules (CBA) (Bing Liu, Wynne Hsu,	Yiming Ma (1999) <http://dl.acm.org/citation.cfm?id=3000292.3000305>) algorithm for association rule classification (ARC).
    The package also contains several convenience methods that allow to automatically
    set CBA parameters (minimum confidence, minimum support) and it also natively
    handles numeric attributes by integrating a pre-discretization step.
    The rule generation phase is handled by the 'arules' package. 
    To further decrease the size of the CBA models produced by the 'arc' package, postprocessing by the 
    'qCBA' package is suggested.",2018-04-18,Tomas Kliegr,https://github.com/kliegr/arc,TRUE,https://github.com/kliegr/arc,11926,2,1535645783
archiDART,"Analysis of complex plant root system architectures (RSA) using the output files created by Data Analysis of Root Tracings (DART), an open-access software dedicated to the study of plant root architecture and development across time series (Le Bot et al (2010) ""DART: a software to analyse root system architecture and development from captured images"", Plant and Soil, <DOI:10.1007/s11104-009-0005-2>), and RSA data encoded with the Root System Markup Language (RSML) (Lobet et al (2015) ""Root System Markup Language: toward a unified root architecture description language"", Plant Physiology, <DOI:10.1104/pp.114.253625>). More information can be found in Delory et al (2016) ""archiDART: an R package for the automated computation of plant root architectural traits"", Plant and Soil, <DOI:10.1007/s11104-015-2673-4>.",2018-04-03,Benjamin M Delory,https://archidart.github.io/,TRUE,https://github.com/archidart/archidart,18931,0,1554215702
archivist,"Data exploration and modelling is a process in which a lot of data
    artifacts are produced. Artifacts like: subsets, data aggregates, plots,
    statistical models, different versions of data sets and different versions
    of results. The more projects we work with the more artifacts are produced
    and the harder it is to manage these artifacts. Archivist helps to store
    and manage artifacts created in R. Archivist allows you to store selected
    artifacts as a binary files together with their metadata and relations.
    Archivist allows to share artifacts with others, either through shared
    folder or github. Archivist allows to look for already created artifacts by
    using it's class, name, date of the creation or other properties. Makes it
    easy to restore such artifacts. Archivist allows to check if new artifact
    is the exact copy that was produced some time ago. That might be useful
    either for testing or caching.",2019-01-02,Przemyslaw Biecek,https://pbiecek.github.io/archivist/,TRUE,https://github.com/pbiecek/archivist,76766,52,1550870611
areal,"A pipeable, transparent implementation of areal weighted interpolation
    with support for interpolating multiple variables in a single function call.
    These tools provide a full-featured workflow for validation and estimation
    that fits into both modern data management (e.g. tidyverse) and spatial 
    data (e.g. sf) frameworks.",2018-12-31,Christopher Prener  (<https://orcid.org/0000-0002-4310-9888>),https://github.com/slu-openGIS/areal,TRUE,https://github.com/slu-opengis/areal,1814,30,1553395038
arena2r,Reads Arena <https://www.arenasimulation.com/> CSV output files and generates nice tables and plots. The package contains a Shiny App that can be used to interactively visualize Arena's results.,2018-10-19,Pedro Nascimento de Lima,https://github.com/pedroliman/arena2r,TRUE,https://github.com/pedroliman/arena2r,2424,0,1539982420
argonDash,"Create awesome 'Bootstrap 4' dashboards powered by 'Argon'.
   See more here <https://rinterface.github.io/argonDash/>.",2018-12-03,David Granjon,https://github.com/RinteRface/argonDash,TRUE,https://github.com/rinterface/argondash,3456,34,1553607923
argonR,"R wrapper around the argon HTML library.
    More at <https://demos.creative-tim.com/argon-design-system/>.",2018-11-18,David Granjon,https://github.com/RinteRface/argonR,TRUE,https://github.com/rinterface/argonr,3597,26,1554238733
argparse,"A command line parser to
    be used with Rscript to write ""#!"" shebang scripts that gracefully
    accept positional and optional arguments and automatically generate usage.",2019-03-08,Trevor L Davis,https://github.com/trevorld/r-argparse,TRUE,https://github.com/trevorld/r-argparse,95354,29,1552077763
aricode,"Implements an efficient O(n) algorithm based on bucket-sorting for 
    fast computation of standard clustering comparison measures. Available measures
    include adjusted Rand index (ARI), normalized information distance (NID), 
    normalized mutual information (NMI), normalized variation information (NVI) and
    entropy, as described in Vinh et al (2009) <doi:10.1145/1553374.1553511>.",2018-05-02,Julien Chiquet  (<https://orcid.org/0000-0002-3629-3429>),https://github.com/jchiquet/aricode (dev version),TRUE,https://github.com/jchiquet/aricode,3195,2,1530795732
arkdb,"Flat text files provide a robust, compressible, and portable
  way to store tables from databases.  This package provides convenient
  functions for exporting tables from relational database connections
  into compressed text files and streaming those text files back into
  a database without requiring the whole table to fit in working memory.",2018-10-31,Carl Boettiger,https://github.com/ropensci/arkdb,TRUE,https://github.com/ropensci/arkdb,7154,45,1545679673
aroma.affymetrix,A cross-platform R framework that facilitates processing of any number of Affymetrix microarray samples regardless of computer system.  The only parameter that limits the number of chips that can be processed is the amount of available disk space.  The Aroma Framework has successfully been used in studies to process tens of thousands of arrays.  This package has actively been used since 2006.,2018-04-16,Henrik Bengtsson,"http://www.aroma-project.org/,
https://github.com/HenrikBengtsson/aroma.affymetrix",TRUE,https://github.com/henrikbengtsson/aroma.affymetrix,54003,3,1523911260
aroma.core,"Core methods and classes used by higher-level 'aroma.*' packages
        part of the Aroma Project, e.g. 'aroma.affymetrix' and 'aroma.cn'.",2018-05-03,Henrik Bengtsson,"https://github.com/HenrikBengtsson/aroma.core,
http://www.aroma-project.org/",TRUE,https://github.com/henrikbengtsson/aroma.core,66119,1,1527555941
arsenal,"An Arsenal of 'R' functions for large-scale statistical summaries,
  which are streamlined to work within the latest reporting tools in 'R' and
  'RStudio' and which use formulas and versatile summary statistics for summary
  tables and models. The primary functions include tableby(), a Table-1-like
  summary of multiple variable types 'by' the levels of one or more categorical
  variables; paired(), a Table-1-like summary of multiple variable types paired across
  two time points; modelsum(), which performs simple model fits on one or more endpoints
  for many variables (univariate or adjusted for covariates);
  freqlist(), a powerful frequency table across many categorical variables;
  comparedf(), a function for comparing data.frames; and
  write2(), a function to output tables to a document.",2019-03-25,Ethan Heinzen,"https://github.com/eheinzen/arsenal,
https://cran.r-project.org/package=arsenal",TRUE,https://github.com/eheinzen/arsenal,31852,45,1553785123
ARTool,"The Aligned Rank Transform for nonparametric
    factorial ANOVAs as described by J. O. Wobbrock,
    L. Findlater, D. Gergle, & J. J. Higgins, ""The Aligned
    Rank Transform for nonparametric factorial analyses
    using only ANOVA procedures"", CHI 2011 <DOI:10.1145/1978942.1978963>.",2019-02-03,Matthew Kay,https://github.com/mjskay/ARTool,TRUE,https://github.com/mjskay/artool,24153,15,1549235077
ARTP2,Pathway and gene level association test using raw data or summary statistics.,2018-11-30,Han Zhang,https://github.com/zhangh12/ARTP2,TRUE,https://github.com/zhangh12/artp2,11876,3,1550252555
arules,"Provides the infrastructure for representing,
    manipulating and analyzing transaction data and patterns (frequent
    itemsets and association rules). Also provides
    C implementations of the association mining algorithms Apriori and Eclat.",2019-03-07,Michael Hahsler,https://github.com/mhahsler/arules,TRUE,https://github.com/mhahsler/arules,1005922,89,1551917088
